"Restricted stopping power for water
Temin(Mev), TCmin(MeV), TCmax(Mev), ndata
0.100000 1.000000 6000.000000 6000
====================================
energy		Sw		MW		Lw		b		range"
4390	113.68	11.5766065208848	102.70856531009281	0.061028825012780806	27.680661685451707
4391	113.667	11.5762428438355	102.69595588305678	0.06098999489926639	27.695821189475915
4392	113.654	11.5758793225209	102.68335167776159	0.06096334066447771	27.70212859580465
4393	113.641	11.5755159568975	102.6707526904831	0.06093667417187747	27.717291997197883
4394	113.628	11.5751527469218	102.65815891750057	0.060920161668622866	27.723601419459936
4395	113.616	11.5747896925504	102.64557083006513	0.06088127042536686	27.738768717263152
4396	113.603	11.5744267937397	102.63298690457553	0.060848464786887234	27.745080154969013
4397	113.59	11.5740640504461	102.6204089421423	0.06083395477987507	27.76025134757243
4398	113.577	11.5737014626261	102.60783598919176	0.060819438563858345	27.766564800232786
4399	113.564	11.5733390302361	102.59526899155722	0.06079473730332082	27.78173988693261
4400	113.551	11.5729767532326	102.58270652123193	0.06075170140182814	27.788055354058528
4401	113.539	11.5726146315721	102.57014914430407	0.06072901028596472	27.803234333826953
4402	113.526	11.5722526652108	102.55759723676096	0.06070427159666855	27.809551814929844
4403	113.513	11.5718908541052	102.54505032030723	0.06067340965225379	27.824734686917754
4404	113.5	11.5715291982117	102.53250858110185	0.06064864705670498	27.831054181509376
4405	113.487	11.5711676974867	102.51997211033692	0.06063610294759774	27.846240944290656
4406	113.475	11.5708063518865	102.5074413786201	0.06059500988336606	27.852562451883003
4407	113.462	11.5704451613674	102.49491457985573	0.06055185990647896	27.86775310511745
4408	113.449	11.5700841258859	102.48239341796953	0.06054744356790919	27.87407662522299
4409	113.436	11.5697232453983	102.46987798394466	0.060528743915469675	27.889271166757005
4410	113.424	11.5693625198608	102.45736751535927	0.06049167054517091	27.895596698888273
4411	113.411	11.5690019492298	102.44486191381273	0.06045662143945904	27.910795128765265
4412	113.398	11.5686415334616	102.43236136533804	0.06044401320146948	27.917122672435358
4413	113.385	11.5682812725125	102.41986671935896	0.06041506264578003	27.932324988934305
4414	113.373	11.5679211663388	102.40737636082854	0.06038609981253592	27.938654543656476
4415	113.36	11.5675612148967	102.39489189732443	0.0603612087114923	27.953860746043365
4416	113.347	11.5672014181424	102.38241190369841	0.060328133536068515	27.960192311331255
4417	113.334	11.5668417760324	102.36993741865037	0.06030730578755132	27.975402398267526
4418	113.322	11.5664822885227	102.35746796477521	0.06027011436452305	27.98173597363503
4419	113.309	11.5661229555696	102.34500325432984	0.06023904051825905	27.99694994436627
4420	113.296	11.5657637771294	102.33254385202773	0.06022635925118453	28.00328552932766
4421	113.284	11.5654047531582	102.3200900382368	0.060207534923833815	28.01850338274749
4422	113.271	11.5650458836122	102.30764124108437	0.06016414856581095	28.024840976817327
4423	113.258	11.5646871684477	102.29519688897967	0.06013302253138963	28.04006271159292
4424	113.246	11.5643286076208	102.28275811440513	0.06011211706778347	28.046402314286023
4425	113.233	11.5639702010877	102.2703242510632	0.06009120245614755	28.06162792951778
4426	113.22	11.5636119488046	102.25789595783095	0.06006003799763333	28.06796954034931
4427	113.208	11.5632538507276	102.24547209547802	0.060024763159195076	28.083199035267267
4428	113.195	11.5628959068128	102.23305360672573	0.060005863105038956	28.08954265375276
4429	113.182	11.5625381170164	102.22064029866925	0.05998695454959354	28.104776026724984
4430	113.17	11.5621804812945	102.20823235684207	0.05994753895494634	28.11112165238015
4431	113.157	11.5618229996032	102.19582864265189	0.059912206782789544	28.126358902666343
4432	113.144	11.5614656718987	102.18343047668893	0.05990146694022305	28.132706535007273
4433	113.132	11.5611084981369	102.17103766608449	0.059866107693391	28.147947661717158
4434	113.119	11.5607514782741	102.15864926175063	0.05984304306829489	28.154297300260293
4435	113.106	11.5603946122663	102.14626677278824	0.05981175858378472	28.16954230153747
4436	113.094	11.5600379000696	102.13388830497563	0.059780461038933086	28.17589394579937
4437	113.081	11.55968134164	102.12151574520844	0.05976967887825075	28.19114282090985
4438	113.069	11.5593249369335	102.10914814466521	0.05972603600167111	28.19749647040746
4439	113.056	11.5589686859063	102.09678493291594	0.0596946976730943	28.212749218875786
4440	113.044	11.5586125885143	102.08442724027375	0.059671562333158394	28.21910487312649
4441	113.031	11.5582566447136	102.07207430732845	0.059648416964899226	28.234361493305286
4442	113.018	11.5579008544602	102.05972688619617	0.05963348216650937	28.24071915182663
4443	113.006	11.5575452177102	102.04738459540002	0.059597982555737214	28.255979642555005
4444	112.993	11.5571897344194	102.0350468648017	0.05956246728481081	28.26233930486483
4445	112.981	11.5568344045439	102.02271425749457	0.059535162698771724	28.277603665162733
4446	112.968	11.5564792280397	102.01038658108942	0.059507845916798315	28.283965330779193
4447	112.956	11.5561242048627	101.99806402085107	0.05948463206472714	28.29923355943841
4448	112.943	11.5557693349689	101.98574657319925	0.05945317522902149	28.30559722787993
4449	112.931	11.5554146183144	101.9734338570893	0.059425821644157314	28.320869324309136
4450	112.918	11.5550600548549	101.96112643521693	0.059406691644387666	28.32723499509455
4451	112.906	11.5547056445466	101.94882411525472	0.05935871993732102	28.34251095719222
4452	112.893	11.5543513873452	101.9365257616454	0.05933956700139744	28.348878629840435
4453	112.881	11.5539972832068	101.9242338235825	0.05932452492572902	28.364158457249992
4454	112.868	11.5536433320872	101.91194603359439	0.059284746582706514	28.370528131280363
4455	112.856	11.5532895339423	101.89966352004343	0.05926556334768906	28.385811822441653
4456	112.843	11.5529358887281	101.88738609073225	0.059225753397014386	28.392183497373736
4457	112.831	11.5525823964005	101.87511298790668	0.05920242428132855	28.407471051601526
4458	112.818	11.5522290569153	101.86284571651326	0.05918733481127359	28.41384472695526
4459	112.806	11.5518758702284	101.85058314170301	0.05913922794170979	28.42913614320716
4460	112.793	11.5515228362957	101.8383248831059	0.05911586373347906	28.43551181850279
4461	112.781	11.551169955073	101.82607244512995	0.05910074470436187	28.450807094759895
4462	112.768	11.5508172265163	101.81382469334635	0.05906497365619627	28.457184769517742
4463	112.756	11.5504646505813	101.80158181277197	0.05904570688554417	28.472483904971813
4464	112.743	11.5501122272239	101.78934436511744	0.05900577606685788	28.478863578712566
4465	112.731	11.5497599563999	101.77711083977401	0.05898648796325379	28.494166572506444
4466	112.719	11.5494078380652	101.76488368211677	0.05896305697781206	28.500548244751126
4467	112.706	11.5490558721755	101.75266025163046	0.058923081855245946	28.51585509610776
4468	112.694	11.5487040586867	101.74044242827325	0.058907896078757696	28.522238766377765
4469	112.681	11.5483523975547	101.72822945521717	0.05885961887601096	28.537549473592975
4470	112.669	11.548000888735	101.71602057600077	0.058836139891082724	28.543935141409847
4471	112.656	11.5476495321837	101.70381766977324	0.058833336753389996	28.55924970311578
4472	112.644	11.5472983278564	101.69161979164313	0.05880570247539379	28.56563736800129
4473	112.632	11.546947275709	101.6794267499216	0.058769777331042834	28.580955783400295
4474	112.619	11.5465963756971	101.66723835301349	0.05873383628222203	28.587345444876576
4475	112.607	11.5462456277766	101.65505478569939	0.05870616145022099	28.602667712707746
4476	112.595	11.5458950319032	101.6428762326722	0.05867847418423685	28.609059370297178
4477	112.582	11.5455445880327	101.63070250234583	0.05865077469631464	28.624385489119753
4478	112.57	11.5451942961208	101.61853377937402	0.05863135064970111	28.63077914234493
4479	112.557	11.5448441561232	101.60637024832295	0.05860777299225567	28.64610911149684
4480	112.545	11.5444941679957	101.5942115295879	0.05856345613758795	28.652504759880742
4481	112.533	11.544144331694	101.58205705574274	0.05853156001579278	28.667838578054415
4482	112.52	11.5437946471738	101.56990795147952	0.05851209197098917	28.67423622112026
4483	112.508	11.5434451143908	101.55776364931033	0.05848016993725009	28.68957388680161
4484	112.496	11.5430957333008	101.54562414583384	0.05847313058514249	28.695973524072812
4485	112.483	11.5427465038593	101.53349056514152	0.05843703468524985	28.711315036398197
4486	112.471	11.5423974260222	101.52136046083072	0.0583967728115175	28.71771666739851
4487	112.459	11.542048499745	101.50923608442096	0.05839386201171376	28.733062024544473
4488	112.447	11.5416997249835	101.49711686864293	0.05837433758100281	28.739465648797772
4489	112.434	11.5413511016933	101.48500262215035	0.05833818823574111	28.754814849695617
4490	112.422	11.5410026298302	101.47289277808547	0.05828540311644687	28.76122046672607
4491	112.41	11.5406543093497	101.46078714542308	0.058265842207571396	28.776573511272574
4492	112.397	11.5403061402075	101.44868741080434	0.058242114831451634	28.782981120604855
4493	112.385	11.5399581223593	101.43659169310136	0.05821422022716908	28.798338006668416
4494	112.373	11.5396102557606	101.424501678624	0.058190471038038726	28.804747607827256
4495	112.361	11.5392625403672	101.4124158621473	0.05815423329692123	28.820108334422972
4496	112.348	11.5389149761347	101.4003351788453	0.05813878177249244	28.82651992693341
4497	112.336	11.5385675630187	101.38825962522075	0.05812332343613918	28.84188449216484
4498	112.324	11.5382203009747	101.37618919777942	0.058087046274196905	28.848298075552023
4499	112.312	11.5378731899585	101.36412295502937	0.05805908025562439	28.86366647903761
4500	112.299	11.5375262299256	101.35206220686304	0.05803942964745668	28.87008205282713
4501	112.287	11.5371794208316	101.34000601188401	0.057990614696415504	28.885454293796933
4502	112.275	11.5368327626322	101.32795399174567	0.05797094105555744	28.89187185751473
4503	112.263	11.5364862552829	101.31590783090027	0.057959591845452546	28.90724793263759
4504	112.251	11.5361398987392	101.30386621318536	0.05790239102092877	28.913667485809395
4505	112.238	11.5357936929569	101.29182838546545	0.05789519175688918	28.929047395860472
4506	112.226	11.5354476378913	101.27979734383692	0.0578963272620285	28.935468938012715
4507	112.214	11.5351017334982	101.267770460332	0.057851586944371675	28.9508526810229
4508	112.202	11.5347559797331	101.25574829401856	0.05780682657168462	28.957276211682103
4509	112.19	11.5344103765515	101.24373027943942	0.05777873702429203	28.972663786311113
4510	112.177	11.534064923909	101.23171772495122	0.057771501813696405	28.979089305004017
4511	112.165	11.5337196217612	101.21971025230086	0.05773921722506551	28.994480710175
4512	112.153	11.5333744700635	101.20770710879738	0.05771109418674634	29.00090821642864
4513	112.141	11.5330294687716	101.19570922769607	0.05769548703573999	29.01630345043646
4514	112.129	11.5326846178409	101.18371623095359	0.057675696090459354	29.022732943778013
4515	112.117	11.532339917227	101.17172830243635	0.05763918395009465	29.038132005758555
4516	112.104	11.5319953668853	101.15974450260077	0.05760265628112797	29.044563485715535
4517	112.092	11.5316509667716	101.14776576433526	0.057578651888591056	29.0599663746757
4518	112.08	11.5313067168411	101.13579170985301	0.05755463719029646	29.066399840775915
4519	112.068	11.5309626170495	101.12382271016395	0.057543157165030716	29.081806554566537
4520	112.056	11.5306186673522	101.1118589489713	0.05751075843013074	29.08824200633785
4521	112.044	11.5302748677048	101.09989930012547	0.05746579516740007	29.10365254420475
4522	112.032	11.5299312180628	101.08794432179904	0.057454288418215343	29.110089981175378
4523	112.02	11.5295877183815	101.07599494603151	0.05743859066469706	29.125504341945256
4524	112.007	11.5292443686166	101.06405004694827	0.057414513871880214	29.131943763643672
4525	111.995	11.5289011687235	101.05211036941877	0.05738205144493194	29.147361945828322
4526	111.983	11.5285581186577	101.04017478797307	0.05734957542989616	29.1538033517832
4527	111.971	11.5282152183746	101.02824442139534	0.05734221972909191	29.169225353921487
4528	111.959	11.5278724678297	101.01631926621424	0.05730553006593253	29.175668743661692
4529	111.947	11.5275298669785	101.00439801043454	0.05726882506947839	29.191094564900926
4530	111.935	11.5271874157765	100.99248195942732	0.057253063102623084	29.19753993795566
4531	111.923	11.5268451141791	100.98057073595378	0.057237294511874065	29.212969576335116
4532	111.911	11.5265029621417	100.96866471041899	0.057221518877844324	29.219416932233667
4533	111.899	11.5261609596198	100.95676350567852	0.05717217870721557	29.234850387591248
4534	111.887	11.5258191065689	100.94486599747917	0.05712701321279478	29.24129972586338
4535	111.875	11.5254774029443	100.93297349049936	0.05712379309400652	29.256736995102184
4536	111.863	11.5251358487016	100.92108654169093	0.057120571368941234	29.26318831527751
4537	111.851	11.5247944437961	100.90920458720942	0.05709635648195175	29.2786293983177
4538	111.839	11.5244531881833	100.89732725021136	0.05705533382654061	29.285082699926324
4539	111.827	11.5241120818186	100.88545415403239	0.057018493741016356	29.3005275954728
4540	111.815	11.5237711246574	100.87358585563618	0.05702364936396599	29.306982878045055
4541	111.803	11.5234303166552	100.86172365839631	0.05700359384813473	29.32243158400777
4542	111.791	11.5230896577673	100.84986513215698	0.056958312651340534	29.328888847074055
4543	111.779	11.5227491479492	100.83801158038554	0.056938234846774224	29.344341362158698
4544	111.767	11.5224087871562	100.82616281312174	0.05691394354868307	29.350800605249642
4545	111.755	11.5220685753438	100.81431882707585	0.05690646504294964	29.366256928455538
4546	111.743	11.5217285124674	100.80248036519313	0.056865328915475785	29.372718151102063
4547	111.731	11.5213885984823	100.79064518549366	0.0568367991567052	29.38817828151025
4548	111.719	11.5210488333441	100.77881608293478	0.056816672653930235	29.394641483243593
4549	111.707	11.5207092170079	100.76699062937892	0.056779700691513696	29.410105418633147
4550	111.695	11.5203697494293	100.75517050017798	0.0567763953500576	29.41657059898457
4551	111.683	11.5200304305636	100.74335550541379	0.056743609147106126	29.43203833865147
4552	111.671	11.5196912603662	100.73154452312593	0.056727658553195566	29.4385054971526
4553	111.659	11.5193522387924	100.71973941435684	0.056724339760598375	29.453977038902934
4554	111.647	11.5190133657977	100.70793887076914	0.05667887884772814	29.46044617508543
4555	111.635	11.5186746413374	100.69614233008436	0.056637613537979484	29.475921518457902
4556	111.623	11.5183360653669	100.68435053466271	0.05664270591960289	29.482392631853834
4557	111.611	11.5179976378415	100.67256478546933	0.056614064531091364	29.497871774708766
4558	111.599	11.5176593587166	100.66078228436146	0.05658119445731135	29.504344864850243
4559	111.587	11.5173212279476	100.64900563644359	0.056573621353096556	29.51982780584833
4560	111.576	11.5169832454898	100.63723334806136	0.05655338681726558	29.52630287226769
4561	111.564	11.5166454112985	100.62546634725132	0.056528922431739285	29.54178961049843
4562	111.552	11.5163077253292	100.61370351332647	0.05649600501355225	29.548266652728312
4563	111.54	11.5159701875371	100.60194558798999	0.0565010752392468	29.563757186159727
4564	111.528	11.5156327978776	100.59019349876397	0.056459689894626436	29.570236203732847
4565	111.516	11.5152955563061	100.57844426373681	0.05641828826725612	29.585730531751164
4566	111.504	11.5149584627778	100.56670085826971	0.0564233448165919	29.592211524200618
4567	111.492	11.5146215172482	100.55496234824646	0.05638614248903036	29.607709644774978
4568	111.481	11.5142847196725	100.54322779998854	0.05637006009813714	29.614192611633918
4569	111.469	11.5139480700061	100.53149907109457	0.05634128572372426	29.629694523644286
4570	111.457	11.5136115682043	100.51977373950899	0.05632518715971785	29.636179464446133
4571	111.445	11.5132752142224	100.5080547786723	0.05631330995347496	29.65168516594219
4572	111.433	11.5129390080157	100.49633939492192	0.05630142930142774	29.658172080220456
4573	111.421	11.5126029495397	100.48463037497542	0.05627684689136933	29.67368156997646
4574	111.409	11.5122670387495	100.47292436798391	0.056235325174369556	29.680170457264886
4575	111.398	11.5119312756006	100.46122397428945	0.05622765268450811	29.69568373384129
4576	111.386	11.5115956600482	100.44952807493927	0.056190336118961876	29.70217459367382
4577	111.374	11.5112601920476	100.43783648091595	0.05616994527058583	29.717691656250587
4578	111.362	11.5109248715541	100.42615011845719	0.05616225425958155	29.724184488161498
4579	111.35	11.5105896985232	100.41446861249538	0.05614184845073378	29.739705333794518
4580	111.339	11.5102546729099	100.40279177395644	0.05613414865477484	29.74620013731795
4581	111.327	11.5099197946698	100.39112034283626	0.056113727885686915	29.7617247658343
4582	111.315	11.509585063758	100.37945301526801	0.056080578957903075	29.76822154050486
4583	111.303	11.5092504801298	100.36779053127471	0.056072861246848876	29.783749949740976
4584	111.291	11.5089160437406	100.35613325907387	0.05606089825710009	29.79024869509331
4585	111.28	11.5085817545457	100.3444806381643	0.05601498789509325	29.80578088426025
4586	111.268	11.5082476125003	100.3328317369299	0.055994520785452126	29.812281599829337
4587	111.256	11.5079136175598	100.3211885948555	0.05598677787195643	29.827817567006786
4588	111.244	11.5075797696794	100.30954972322246	0.05597903262456409	29.834320252327696
4589	111.233	11.5072460688144	100.29791660398249	0.05594155763560429	29.84985999643227
4590	111.221	11.5069125149202	100.28628644955238	0.0559168104596093	29.856364651040337
4591	111.209	11.5065791079519	100.27466259780273	0.05593028632616691	29.87190816874642
4592	111.197	11.5062458478649	100.26304337496245	0.055901276096687005	29.87841479217677
4593	111.186	11.5059127346145	100.2514285923381	0.05586800331137876	29.893962084402066
4594	111.174	11.5055797681559	100.23981824684122	0.055860223230066744	29.900470676190526
4595	111.162	11.5052469484444	100.228213448354	0.05584818727014759	29.916021740285917
4596	111.151	11.5049142754353	100.21661289509417	0.05581062893157447	29.92253229996824
4597	111.139	11.5045817490839	100.20501676949756	0.055802831941522434	29.938087134528395
4598	111.127	11.5042493693455	100.19342618106825	0.055786521428899914	29.944599661640538
4599	111.115	11.5039171361752	100.18183964307399	0.055765949080507755	29.960158264420443
4600	111.104	11.5035850495285	100.17025845028326	0.05574962400110358	29.966672758498376
4601	111.092	11.5032531093605	100.15868148710861	0.05571626209997551	29.98223512961228
4602	111.08	11.5029213156266	100.14710912123653	0.05572121282602999	29.988751590192503
4603	111.069	11.502589668282	100.1355426468013	0.05570486774246334	30.004317726582396
4604	111.057	11.502258167282	100.12397983660513	0.055692777445735225	30.01083615320125
4605	111.045	11.5019268125818	100.11242309649228	0.05567641943468402	30.02640605368063
4606	111.034	11.5015956041367	100.10086982920117	0.05563874463911221	30.0329264458747
4607	111.022	11.5012645419019	100.08932169913865	0.05562663195950044	30.048500109204
4608	111.01	11.5009336258329	100.07777814734816	0.05559745807435411	30.0550224665101
4609	110.999	11.5006028558847	100.06623898552198	0.05561518739639554	30.07059989058015
4610	110.987	11.5002722320126	100.05470643270017	0.05560306159378034	30.077124212535146
4611	110.975	11.499941754172	100.04317696717456	0.055556797525005065	30.092705396760884
4612	110.964	11.4996114223181	100.0316526227954	0.05554892291194786	30.09923168290202
4613	110.952	11.4992812364061	100.02013302604948	0.05553677657948463	30.114816624820733
4614	110.941	11.4989511963914	100.0086183588625	0.055528894794941754	30.12134487468521
4615	110.929	11.4986213022291	99.99710861801037	0.055508198021587636	30.136933572377618
4616	110.917	11.4982915538744	99.9856032451336	0.055474678234336876	30.143463785502725
4617	110.906	11.4979619512828	99.97410223720495	0.05548814117401177	30.159056238495733
4618	110.894	11.4976324944094	99.96260762623906	0.055484515534277606	30.16558841441917
4619	110.882	11.4973031832095	99.95111663377797	0.055442421346251866	30.18118462038542
4620	110.871	11.4969740176383	99.93963036682392	0.05543023518026423	30.187718758644866
4621	110.859	11.4966449976512	99.9281490071727	0.055413767718079716	30.203318716458096
4622	110.848	11.4963161232032	99.91667218178199	0.05542295609581221	30.209854816591502
4623	110.836	11.4959873942498	99.90520136675639	0.055402201797394704	30.22545852416961
4624	110.825	11.4956588107461	99.8937337853709	0.05535576667934302	30.231996585714963
4625	110.813	11.4953303726475	99.8822710986965	0.05536494901093744	30.2476040412485
4626	110.801	11.4950020799091	99.87081404287454	0.05534416963120497	30.254144063743905
4627	110.79	11.4946739324862	99.85936058151951	0.055327664362831826	30.269755266491583
4628	110.778	11.4943459303341	99.84791292938586	0.05534969475100302	30.27629724947548
4629	110.767	11.494018073408	99.83647052865908	0.0553288995538185	30.29191219675206
4630	110.755	11.4936903616631	99.82503208278385	0.05527382038065205	30.29845613976281
4631	110.744	11.4933627950548	99.81359740416848	0.05527871363667301	30.314074830553984
4632	110.732	11.4930353735383	99.80216926062087	0.05528360772194109	30.320620733130223
4633	110.721	11.4927080970688	99.7907448781065	0.05525420754492367	30.33624316570966
4634	110.709	11.4923809656016	99.77932554648666	0.055241946996766385	30.342791027390152
4635	110.698	11.4920539790919	99.76791070859684	0.05525112734606644	30.35841719967423
4636	110.686	11.491727137495	99.7565018383777	0.05524315089284988	30.364967019997785
4637	110.675	11.4914004407661	99.74509671706615	0.05521800858258264	30.380596931139195
4638	110.663	11.4910738888605	99.733696818524	0.05518856294569902	30.38714870964494
4639	110.652	11.4907474817334	99.72230047843024	0.05518915559601864	30.402782357092608
4640	110.64	11.4904212193402	99.71091064668552	0.05521550965818769	30.409336093319617
4641	110.629	11.4900951016359	99.69952547439385	0.05515598273577069	30.424973475704306
4642	110.617	11.489769128576	99.6881431135033	0.055122205069228714	30.43152916919185
4643	110.606	11.4894433001156	99.67676651316503	0.05517004562162652	30.447170284704146
4644	110.594	11.4891176162101	99.66539622328109	0.055153444848355326	30.453727934991612
4645	110.583	11.4887920768145	99.65402892040359	0.05513683903231959	30.469372782787122
4646	110.571	11.4884666818843	99.64266792144474	0.05511592515425872	30.475932389414204
4647	110.56	11.4881414313747	99.6313097193265	0.05510360496480279	30.491580967326076
4648	110.548	11.4878163252408	99.61995818338485	0.05511278340671638	30.498142529832496
4649	110.537	11.4874913634381	99.60861036026687	0.05508324888135535	30.51379483519556
4650	110.525	11.4871665459217	99.59726753751944	0.05510103439371462	30.52035835312096
4651	110.514	11.4868418726468	99.5859304491829	0.05509730769621031	30.536014384925608
4652	110.502	11.4865173435689	99.57459743323875	0.05504192212168827	30.542579857809915
4653	110.491	11.486192958643	99.5632679340191	0.05503818285936928	30.558239615158953
4654	110.48	11.4858687178245	99.55194471251612	0.05505597433906684	30.564807042542395
4655	110.468	11.4855446210686	99.54062592287211	0.055039313569653414	30.580470522658853
4656	110.457	11.4852206683306	99.5293119305046	0.05502695427410363	30.587039904081553
4657	110.445	11.4848968595657	99.51800254812011	0.05501889953815755	30.60270710523787
4658	110.434	11.4845731947292	99.50669814099494	0.05501515183481431	30.609278440240068
4659	110.423	11.4842496737764	99.49539852182005	0.05501140289624812	30.62494936020982
4660	110.411	11.4839262966626	99.48410387161144	0.054994715664985164	30.631522648331778
4661	110.4	11.4836030633429	99.47281345081102	0.05498664836300718	30.647197287327874
4662	110.388	11.4832799737727	99.46152836097514	0.05498720552439712	30.653772528110395
4663	110.377	11.4829570279073	99.45024786259275	0.0549791334849106	30.669450882464897
4664	110.366	11.4826342257018	99.43897232070557	0.05498400601199614	30.676028075448485
4665	110.354	11.4823115671116	99.42770191617622	0.054984563888625604	30.691710144154737
4666	110.343	11.4819890520919	99.41643627780309	0.05496353327440752	30.69828928888017
4667	110.331	11.481666680598	99.40517485057971	0.05492953790270475	30.713975070154987
4668	110.32	11.4813444525852	99.39391763161069	0.05495600394364042	30.72055616616316
4669	110.309	11.4810223680088	99.38266719305403	0.05496519769523992	30.736245657833734
4670	110.297	11.480700426824	99.37142022074103	0.05493550358402964	30.74282870466557
4671	110.286	11.480378628986	99.36017836704926	0.05492740845376036	30.758521905225816
4672	110.275	11.4800569744503	99.3489408933023	0.054932280739677104	30.765106902422396
4673	110.263	11.479735463172	99.33770908349958	0.05491120870482115	30.780803810478258
4674	110.252	11.4794140951065	99.32648054449305	0.054920406027352264	30.787390757580862
4675	110.241	11.4790928702089	99.31525894987088	0.0549209531496681	30.80309136967593
4676	110.229	11.4787717884347	99.30404025251066	0.054899867505447925	30.809680266225595
4677	110.218	11.478450849739	99.29282757400227	0.05490473955680876	30.82538458319525
4678	110.207	11.4781300540772	99.28161888965246	0.05489662822052642	30.831975428733674
4679	110.195	11.4778094014046	99.27041566645532	0.05491016229753668	30.847683446785435
4680	110.184	11.4774888916763	99.25921734999834	0.054902048686308345	30.854276240853995
4681	110.173	11.4771685248479	99.24802356980364	0.05488526860086056	30.869987958480767
4682	110.162	11.4768483008744	99.23683432288719	0.054898810272295685	30.87658270062101
4683	110.15	11.4765282197113	99.22565089176334	0.05489935651393343	30.892298116539887
4684	110.139	11.4762082813137	99.21447143680294	0.05487389717340436	30.89889480629358
4685	110.128	11.4758884856371	99.20329668961936	0.05487877492611098	30.91461391799156
4686	110.116	11.4755688326367	99.19212719791798	0.05490100022369398	30.921212554900414
4687	110.105	11.4752493222678	99.18096314203973	0.05490588600030532	30.936935360422392
4688	110.094	11.4749299544856	99.16980360101073	0.0548630541626792	30.943535944028202
4689	110.083	11.4746107292456	99.15864747075314	0.0548505789727752	30.95926244225885
4690	110.071	11.474291646503	99.14749713414795	0.05487715810212681	30.96586497210365
4691	110.06	11.4739727062131	99.1363518538918	0.05487336223271435	30.98159516097589
4692	110.049	11.4736539083313	99.12521107647026	0.05489127498524104	30.988199636601763
4693	110.038	11.4733352528128	99.11407626641771	0.0548831376829498	31.003933514945324
4694	110.026	11.4730167396129	99.1029448524665	0.05487065482953231	31.0105399358946
4695	110.015	11.472698368687	99.09181921617328	0.05488423385375474	31.0262774996765
4696	110.004	11.4723801399904	99.08069807053529	0.05488043710955946	31.032885865491124
4697	109.993	11.4720620534784	99.06958196266913	0.05485055931358949	31.048627115224345
4698	109.981	11.4717441091063	99.05846923944367	0.05485979739048852	31.055237425446876
4699	109.97	11.4714263068295	99.04736319792359	0.054869037831749595	31.07098235720717
4700	109.959	11.4711086466033	99.03626053516479	0.054886983023916085	31.077594611379805
4701	109.948	11.4707911283829	99.02516491404319	0.05489623353447196	31.09334322461395
4702	109.937	11.4704737521238	99.01407229922812	0.05486197853517155	31.099957422279257
4703	109.925	11.4701565177812	99.00298488705461	0.05488863771874928	31.115709714521987
4704	109.914	11.4698394253106	98.99190304077017	0.05490224916804806	31.122325855222503
4705	109.903	11.4695224746671	98.98082584112915	0.05487232741390111	31.138081824739288
4706	109.892	11.4692056658063	98.96975236929747	0.054855458410121447	31.14469990801766
4707	109.881	11.4688889986833	98.95868408779498	0.0548952074701479	31.160459553242994
4708	109.87	11.4685724732536	98.9476219091029	0.05490883265927069	31.167079578642028
4709	109.858	11.4682560894726	98.93656381555972	0.054900676620252484	31.182842896035222
4710	109.847	11.4679398472954	98.92551090290343	0.05489251675455682	31.18946486309745
4711	109.836	11.4676237466776	98.91446206957178	0.054871275684723615	31.20523185323622
4712	109.825	11.4673077875744	98.90341786192077	0.05488926970899405	31.21185576150479
4713	109.814	11.4669919699413	98.89237937514537	0.054929077987314445	31.22762642045084
4714	109.803	11.4666762937335	98.88134642290763	0.05493400501598876	31.23425226946855
4715	109.791	11.4663607589064	98.87031772103597	0.05491275565311059	31.250026595936276
4716	109.78	11.4660453654155	98.85929344965912	0.05490022575479821	31.256654385246126
4717	109.769	11.465730113216	98.8482737888266	0.05491388126972893	31.272432377328215
4718	109.758	11.4654150022633	98.83725965021016	0.05494937244898861	31.279062106473294
4719	109.747	11.4651000325129	98.8262510305528	0.054936842507189707	31.294843761978697
4720	109.736	11.46478520392	98.81524591486952	0.05494178013591818	31.30147543050211
4721	109.725	11.4644705164401	98.80424704354353	0.05493798096612533	31.317260747181663
4722	109.714	11.4641559700285	98.79325130473408	0.05496477029579301	31.323894354626525
4723	109.702	11.4638415646407	98.78226308375534	0.05497845680766151	31.339683331761332
4724	109.691	11.4635273002319	98.77127744100149	0.05493532157703319	31.346318877671088
4725	109.68	11.4632131767577	98.76029693316902	0.054970872029009	31.362111511195337
4726	109.669	11.4628991941733	98.74932228819237	0.0549976905258772	31.36874899511305
4727	109.658	11.4625853524342	98.7383524062584	0.05496328018416247	31.384545285272296
4728	109.647	11.4622716514958	98.72738582259775	0.05500761152775239	31.391184706741573
4729	109.636	11.4619580913135	98.71642728496421	0.05501694950581122	31.406984649863684
4730	109.625	11.4616446718426	98.70547057809492	0.05497376948242207	31.413626008427833
4731	109.614	11.4613313930387	98.69451971853522	0.05503564279000269	31.429429603281775
4732	109.603	11.461018254857	98.68357506822389	0.0550274784207792	31.43607289848433
4733	109.592	11.4607052572531	98.67263333651529	0.0549842733181317	31.451880143157144
4734	109.581	11.4603924001823	98.66169634705106	0.055028666096482076	31.45852537454171
4735	109.569	11.4600796836	98.6507659226673	0.05508184042613278	31.47433626615123
4736	109.558	11.4597671074618	98.63984059930259	0.05503861889959641	31.480983433261294
4737	109.547	11.4594546717229	98.62891781830065	0.05506551880331666	31.49679797034759
