"Restricted stopping power for water
Temin(Mev), TCmin(MeV), TCmax(Mev), ndata
0.100000 1.000000 6000.000000 6000
====================================
energy		Sw		MW		Lw		b		range"
659	411.645	5.51829274578336	409.0039902658309	0.07010661897344006	0.9163132857610836
660	411.156	5.55007896790007	408.4789761822174	0.0700987976360204	0.9177037459822689
661	410.668	5.58171518321797	407.95549685503784	0.07009042568429649	0.9212947942301803
662	410.181	5.6132022434233	407.43354515779515	0.07008150620083498	0.9226885836314364
663	409.696	5.64454099427526	406.91311400938895	0.07007204230834309	0.9262920371560375
664	409.212	5.67573227565494	406.39419637373305	0.07006203718789575	0.9276891593840255
665	408.73	5.70677692161479	405.8767852595027	0.07005149407357321	0.9313050754187061
666	408.248	5.73767576042646	405.3608737197592	0.07004041624034188	0.9327055341787343
667	407.769	5.76842961462937	404.8464548516778	0.07002880702026065	0.9363339494668892
668	407.291	5.7990393010778	404.33352179620715	0.07001666978296162	0.9377377484915772
669	406.814	5.82950563098834	403.82206773776676	0.07000400794587548	0.9413786888732564
670	406.338	5.859829409986	403.31208590393635	0.06999082497123175	0.9427858319059519
671	405.864	5.89001143815096	402.80356956515055	0.06997712437168414	0.9464393098306683
672	405.391	5.92005251006369	402.2965120343978	0.06996290971027805	0.9478498006053787
673	404.919	5.94995341485072	401.7909066669242	0.06994818456666459	0.9515158081308259
674	404.449	5.97971493622902	401.2867468598953	0.06993295257608648	0.9529296503420158
675	403.98	6.00933785255085	400.7840260521507	0.06991721743244848	0.9566081675612123
676	403.513	6.03882293684748	400.2827377238764	0.06990098283870133	0.9580253648464881
677	403.047	6.06817095687253	399.7828753963107	0.06988425255676967	0.9617163560059934
678	402.582	6.09738267514571	399.28443263146477	0.0698670303778204	0.9631369119232844
679	402.118	6.12645884899485	398.7874030318173	0.0698493201438256	0.9668403259438337
680	401.656	6.15540023059891	398.2917802400556	0.0698311257164343	0.9682642439496421
681	401.195	6.18420756702916	397.79755793873846	0.06981245099668121	0.9719800181469257
682	400.735	6.21288160029135	397.30472985007066	0.06979329992845851	0.973407301580328
683	400.277	6.24142306736644	396.8132897355663	0.06977367648886665	0.9771353522739005
684	399.819	6.26983270025147	396.32323139582974	0.06975358468306128	0.9785660043270101
685	399.363	6.29811122599978	395.83454867020265	0.06973302854889056	0.9823062359761191
686	398.909	6.32625936676124	395.3472354365661	0.0697120121602295	0.983740259678274
687	398.455	6.35427783982144	394.86128561099264	0.06969053960915166	0.9874925613927009
688	398.003	6.38216735764137	394.37669314753305	0.06966861504808256	0.988929959589779
689	397.552	6.40992862789569	393.8934520379207	0.06964624262909833	0.9926942098840302
690	397.102	6.43756235351191	393.41155631129527	0.06962342653868583	0.9941349852249359
691	396.654	6.4650692327077	392.9310000339491	0.06960017100073082	0.9979110429445261
692	396.207	6.49244995902938	392.45177730905834	0.06957648026078238	0.9993551978547208
693	395.761	6.51970522138882	391.9738822764247	0.06955235859650011	1.003142912975103
694	395.316	6.54683570410081	391.49730911220723	0.06952781028708176	1.004590449646063
695	394.872	6.5738420869194	391.02205202864906	0.06950283966666065	1.0083896593379331
696	394.43	6.60072504507484	390.5481052738653	0.0694774510828917	1.0098405797110812
697	393.988	6.62748524930888	390.07546313152966	0.06945164890646818	1.0136511061851994
698	393.548	6.6541233659111	389.6041199206795	0.0694254375316004	1.0151054119329543
699	393.109	6.68064005675385	389.1340699954045	0.06939882136166724	1.0189270673629514
700	392.671	6.70703597932755	388.6653077446442	0.06937180483689649	1.0203847598770615
701	392.235	6.73331178677507	388.19782759190423	0.06934439241765436	1.0242173447808087
702	391.799	6.75946812792656	387.7316239950465	0.06931658858340062	1.0256784251585274
703	391.365	6.78550564733306	387.2666914460057	0.06928839781575942	1.0295217296203443
704	390.932	6.81142498530059	386.80302447056806	0.06925982462855816	1.030986198652521
705	390.5	6.83722677792331	386.34061762812064	0.06923087356106822	1.034840008902223
706	390.069	6.86291165711701	385.87946551142875	0.06920154916126962	1.0363078670708785
707	389.639	6.88848025065149	385.41956274637164	0.06917185598405816	1.0401719547778079
708	389.21	6.91393318218351	384.96090399171993	0.06914179861560142	1.041643202238597
709	388.783	6.93927107128861	384.50348393890914	0.06911138164163738	1.0455173305778727
710	388.356	6.96449453349356	384.04729731177406	0.06908060968216653	1.0469919671513253
711	387.931	6.98960418030728	383.5923388663753	0.06904948735355278	1.050875902943919
712	387.506	7.01460061925299	383.13860339069225	0.06901801928437583	1.0523539281238683
713	387.083	7.03948445389873	382.6860857044685	0.06898621012802948	1.0562474148808818
714	386.661	7.06425628388822	382.2347806589262	0.06895406453630792	1.0577288278049783
715	386.24	7.08891670497159	381.7846831365849	0.06892158719453911	1.0616316249030717
716	385.82	7.11346630903535	381.3357880510215	0.06888878277230916	1.0631164243784608
717	385.401	7.13790568413254	380.8880903466299	0.06885565595546118	1.0670282726533655
718	384.983	7.16223541451213	380.4415849984301	0.06882221144633167	1.0685164571340537
719	384.566	7.1864560806489	379.99626701182655	0.06878845395132507	1.0724371035573914
720	384.15	7.21056825927202	379.5521314224098	0.06875438819181	1.0739286711562195
721	383.735	7.23457252339448	379.1091732957275	0.06872001888061471	1.0778578579988878
722	383.321	7.25846944234114	378.6673877270665	0.06868535074145214	1.0793528064843232
723	382.908	7.28225958177774	378.22676984124934	0.06865038853200625	1.0832902783735574
724	382.496	7.3059435037383	377.7873147924404	0.06861513698324012	1.0847886051762872
725	382.086	7.32952176665373	377.3490177638905	0.06857960081786307	1.0887341092403526
726	381.676	7.3529949253787	376.91187396775257	0.06854378480416168	1.0902358114599944
727	381.267	7.37636353121964	376.47587864489753	0.0685076937060397	1.0941890841900501
728	380.859	7.39962813196131	376.04102706467916	0.06847133226597178	1.095694158583709
729	380.452	7.42278927189423	375.6073145247323	0.06843470523922099	1.0996549585340456
730	380.046	7.44584749184068	375.17473635077886	0.06839781739616109	1.1011634015498672
731	379.641	7.46880332918172	374.7432878964305	0.06836067348910356	1.1051314810472492
732	379.238	7.49165731788285	374.3129645429697	0.0683232782827691	1.1066432888188598
733	378.835	7.51440998852041	373.88376169917694	0.06828563655842555	1.1106184115318642
734	378.433	7.53706186830665	373.4556748011283	0.06824775305956157	1.1121335798968464
735	378.032	7.559613481116	373.0286993119651	0.06820963255559392	1.1161155211848228
736	377.632	7.58206534750952	372.60283072176264	0.06817127980626198	1.1176340457034417
737	377.233	7.6044179847606	372.17806454726747	0.06813269956824818	1.1216225678258103
738	376.835	7.62667190687918	371.7543963317729	0.06809389661334228	1.1231444437658724
739	376.438	7.64882762463688	371.3318216448803	0.0680548756827108	1.1271393440779092
740	376.042	7.6708856455909	370.9103360823301	0.06801564152773466	1.128664566465024
741	375.647	7.69284647410855	370.4899352658133	0.06797619889626315	1.1326656391664323
742	375.253	7.71471061139079	370.07061484277904	0.06793655254043264	1.1341942027820415
743	374.86	7.73647855549646	369.6523704862706	0.0678967071942185	1.1382012516657092
744	374.468	7.75815080136526	369.2351978947074	0.06785666758692899	1.139733151062298
745	374.077	7.77972784084165	368.8190927917364	0.06781643845027562	1.143746003687467
746	373.686	7.80121016269734	368.40405092602776	0.06777602450022745	1.1452812332226179
747	373.297	7.82259825265477	367.99006807110794	0.06773543045882856	1.1492997189782093
748	372.909	7.84389259340944	367.57714002518645	0.06769466102573744	1.1508382728188762
749	372.521	7.86509366465258	367.165262610951	0.06765372090459189	1.1548622564540922
750	372.135	7.88620194309358	366.7544316754373	0.06761261479712234	1.156404128625593
751	371.749	7.90721790248173	366.3446430898144	0.06757134737030551	1.1604334579973925
752	371.365	7.92814201362873	365.9358927492236	0.0675299233131798	1.1619786423622358
753	370.981	7.94897474442984	365.5281765726283	0.06748834727736326	1.166013196005816
754	370.599	7.96971655988594	365.12149050259177	0.06744662391231308	1.1675616863059566
755	370.217	7.99036792212448	364.71583050517006	0.06740475788714635	1.171601389487883
756	369.836	8.01092929042106	364.31119256970493	0.06736275383273864	1.1731531794077343
757	369.456	8.03140112122006	363.9075727086738	0.06732061635292161	1.177197924949369
758	369.077	8.05178386815583	363.504966957491	0.06727835005474264	1.1787530080734765
759	368.699	8.07207798207296	363.10337137438796	0.06723595956971316	1.1828027340661171
760	368.322	8.09228391104715	362.7027820402419	0.0671934494726463	1.184361103939722
761	367.945	8.11240210040504	362.3031950583794	0.06715082433421916	1.1884157714714767
762	367.57	8.13243299274487	361.9046065544551	0.06710808870806066	1.1899774216310974
763	367.196	8.15237702795588	361.5070126762495	0.0670652471503043	1.1940369985795396
764	366.822	8.17223464323853	361.1104095935725	0.06702230420195167	1.1956019225619505
765	366.449	8.19200627312381	360.71479349803343	0.06697926436451145	1.1996664128705798
766	366.078	8.21169234949289	360.3201606029379	0.06693613217080399	1.201234604259953
767	365.707	8.23129330159615	359.92650714312356	0.06689291209766951	1.205304005960659
768	365.337	8.25080955607268	359.5338293747743	0.06684960861089136	1.2068754583804253
769	364.968	8.27024153696876	359.14212357530226	0.06680622618119693	1.2109498154614098
770	364.6	8.28958966575709	358.75138604317993	0.06676276924489598	1.2125245226336614
771	364.232	8.30885436135501	358.361613097792	0.06671924222768114	1.2166038942232522
772	363.866	8.32803604014338	357.97280107928225	0.06667564956670503	1.2181818499874848
773	363.5	8.34713511598456	357.58494634843873	0.06663199563062683	1.2222662878308144
774	363.136	8.36615200024081	357.1980452864622	0.0665882847716232	1.2238474861333122
775	362.772	8.38508710179208	356.8120942949044	0.06654452138845016	1.2279371123563028
776	362.409	8.40394082705417	356.4270897954982	0.06650070981927532	1.2295215473399883
777	362.047	8.42271357999606	356.0430282299981	0.06645685437043938	1.2336164615009424
778	361.686	8.44140576215783	355.65990606003913	0.06641295933696759	1.2352041274745602
779	361.325	8.4600177726678	355.2777197669972	0.06636902902471704	1.2393044800692354
780	360.966	8.47855000826004	354.8964658518778	0.06632506767983233	1.2408953715712499
781	360.607	8.49700286329121	354.5161408351017	0.06628107954993323	1.2450012953486698
782	360.249	8.51537672975786	354.1367412564633	0.06623706887348058	1.2465954071224836
783	359.893	8.53367199731293	353.7582636749038	0.06619303984240513	1.250707084358413
784	359.536	8.55188905328286	353.3807046684379	0.06614899664791386	1.2523044114137876
785	359.181	8.57002828268363	353.004060833972	0.06610494344313732	1.2564220420758596
786	358.827	8.58809006823765	352.6283287871975	0.06606088438443312	1.2580225797090774
787	358.473	8.60607479038993	352.2535051624543	0.06601682358024095	1.2621463511368076
788	358.121	8.62398282732392	351.87958661256897	0.06597276513037702	1.2637500949120768
789	357.769	8.64181455497801	351.5065698087673	0.06592871313340068	1.2678802572095793
790	357.418	8.65957034706099	351.1344514405157	0.06588467161949316	1.2694872030362074
791	357.067	8.67725057506818	350.76322821537565	0.06584064462198815	1.273623968112281
792	356.718	8.69485560829667	350.3928968589142	0.06579663616977804	1.2752341121933333
793	356.369	8.71238581386121	350.0234541145495	0.06575265023677676	1.279377774652549
794	356.022	8.72984155670916	349.65489674342166	0.06570869079359618	1.280991113586537
795	355.675	8.74722319963617	349.28722152428423	0.06566476177760652	1.2851419156862756
796	355.328	8.7645311033009	348.9204252533563	0.06562086708952247	1.2867584463978305
797	354.983	8.78176562624034	348.5545047442027	0.06557701066026887	1.2909166828604406
798	354.639	8.79892712488438	348.18945682765343	0.06553319634240007	1.2925364026632766
799	354.295	8.81601595357087	347.8252783515923	0.06548942796234812	1.2967023563658597
800	353.952	8.83303246455993	347.46196618092273	0.06544570935521317	1.2983252629445405
801	353.61	8.84997700804878	347.09951719738405	0.06540204431041662	1.3024992434729705
802	353.269	8.86684993218578	346.7379282994763	0.06535843661954749	1.3041253349130117
803	352.928	8.8836515830851	346.3771964023239	0.0653148900157431	1.308307647303091
804	352.588	8.90038230484046	346.0173184375379	0.06527140821235923	1.3099369220817998
805	352.249	8.91704243953959	345.6582913531286	0.06522799489826642	1.3141278911587253
806	351.911	8.93363232727772	345.3001121133571	0.06518465376265342	1.3157603481663758
807	351.574	8.95015230617189	344.94277769867267	0.06514138844196289	1.3199602819357892
808	351.237	8.96660271237413	344.586285105524	0.0650982025416588	1.3215959204511991
809	350.901	8.98298388008552	344.2306313463119	0.06505509967425066	1.3258051764480445
810	350.566	8.99929614156934	343.8758134492398	0.06501208338450912	1.3274439961964353
811	350.232	9.01553982716465	343.52182845820084	0.06496915720951173	1.3316628954862166
812	349.898	9.0317152652994	343.1686734326851	0.06492632466460546	1.333304896590392
813	349.566	9.04782278250378	342.81634544765126	0.0648835892431661	1.3375337279246122
814	349.234	9.06386270342305	342.4648415934393	0.06484095439865013	1.3391789108617889
815	348.902	9.07983535083073	342.1141589756285	0.06479842355121439	1.3434180677560141
816	348.572	9.09574104564117	341.76429471495703	0.0647560001128914	1.3450664334833222
817	348.242	9.11158010692267	341.41524594720175	0.06471368745623157	1.3493161898037551
818	347.913	9.12735285190963	341.0670098230748	0.06467148890691622	1.3509677396076765
819	347.585	9.14305959601559	340.71958350810075	0.06462940780960962	1.3552284239649273
820	347.258	9.15870065284528	340.37296418256193	0.06458744745328043	1.356883159525324
821	346.931	9.17427633420731	340.0271490413255	0.0645456110929791	1.3611550954123328
822	346.605	9.18978695012595	339.68213529380006	0.06450390196855615	1.3628130187928593
823	346.28	9.20523280885388	339.33792016378595	0.06446232326142412	1.367096498919473
824	345.955	9.22061421688362	338.9945008893954	0.06442087817654155	1.3687576125269085
825	345.631	9.23593147895995	338.6518747229707	0.06437956986017544	1.3730529390957806
826	345.308	9.25118489809164	338.31003893094027	0.064338401422505	1.374717245688624
827	344.986	9.26637477556296	337.9689907937551	0.06429737594442786	1.3790247202467592
828	344.664	9.28150141094581	337.62872760575635	0.06425649651503564	1.380692222931459
829	344.343	9.29656510211085	337.2892466751368	0.06421576616115449	1.3850120533288541
830	344.023	9.31156614523938	336.9505453237594	0.06417518787325999	1.3866827554438468
831	343.704	9.32650483483442	336.6126208871373	0.06413476463895368	1.3910152250577745
832	343.385	9.34138146373227	336.27547071428296	0.06409449936815471	1.3926891302624167
833	343.067	9.35619632311345	335.93909216762796	0.06405439502312399	1.397034458834658
834	342.749	9.3709497025142	335.6034826229798	0.06401445447417681	1.3987115710301377
835	342.433	9.38564188983718	335.26863946932866	0.06397468055024269	1.4030699865760188
836	342.117	9.40027317136265	334.93456010883875	0.06393507611468098	1.4047503099132357
837	341.802	9.4148438317592	334.601241956727	0.06389564394275585	1.4091220015629395
838	341.487	9.42935415409471	334.2686824411523	0.06385638682079631	1.4108055403939588
839	341.173	9.44380441984683	333.93687900317593	0.06381730747973728	1.4151906364596414
840	340.86	9.45819490891379	333.6058290965992	0.06377840859194381	1.4168773952635265
841	340.548	9.47252589962484	333.275530187923	0.06373969287743547	1.4212760626730012
842	340.236	9.48679766875078	332.9459797562724	0.06370116295668994	1.4229660461006743
843	339.925	9.5010104915142	332.61717529323715	0.06366282145616876	1.427378406002483
844	339.614	9.51516464159997	332.28911430288736	0.06362467097008515	1.4290716188209913
845	339.304	9.52926039116526	331.96179430157855	0.06358671402509009	1.4334977616694864
846	338.995	9.5432980108498	331.6352128179449	0.06354895317883083	1.4351942087247165
847	338.687	9.55727776978588	331.3093673927815	0.06351139092309792	1.4396341775389159
848	338.379	9.57119993560842	330.984255578965	0.06347402969795332	1.4413338636989381
849	338.072	9.58506477446466	330.6598749413458	0.0634368719476724	1.4457876800483749
850	337.766	9.59887255102429	330.3362230567139	0.06339992007361672	1.447490610177996
851	337.46	9.6126235284889	330.01329751366063	0.06336317645888512	1.4519582791611279
852	337.155	9.62631796860193	329.6910959125551	0.06332664342928665	1.4536644581025628
853	336.85	9.63995613165797	329.36961586538695	0.06329032331725142	1.4581459571408861
854	336.547	9.65353827651261	329.04885499578796	0.06325421840601536	1.4598553896814968
855	336.244	9.6670646605916	328.7288109388337	0.06321833090745349	1.4643506570441902
856	335.941	9.68053553990053	328.40948134105054	0.06318266306462304	1.4660633478711425
857	335.639	9.69395116903379	328.0908638602972	0.06314721706452202	1.4705722489913662
858	335.338	9.7073118011842	327.77295616570575	0.06311199507123726	1.4722882026074589
859	335.038	9.72061768815175	327.45575593758747	0.06307699920699164	1.4768106332666489
860	334.738	9.73386908035317	327.1392608673674	0.06304223156918322	1.4785298540271454
861	334.439	9.7470662268305	326.8234686574947	0.06300769420792018	1.4830656303820788
862	334.14	9.76020937526041	326.5083770213694	0.062973389170173	1.4847881224034285
863	333.842	9.77329877196293	326.1939836832832	0.06293931847540245	1.4893370293949106
864	333.545	9.78633466191022	325.8802863783304	0.06290548407388608	1.4910627965205132
865	333.248	9.79931728873548	325.5672828523192	0.0628718879043909	1.4956246542181646
866	332.953	9.81224689474154	325.2549708617242	0.06283853189021263	1.4973537000611914
867	332.657	9.82512372090952	324.9433481736012	0.0628054179253618	1.5019281403519453
868	332.363	9.83794800690736	324.6324125655227	0.06277254783406494	1.5036604680801482
869	332.068	9.8507199910984	324.3221618254711	0.06273992345565998	1.5082472740743675
870	331.775	9.86343991054968	324.0125937518345	0.06270754656121677	1.5099828865876868
871	331.482	9.87610800104047	323.70370615324003	0.06267541891072567	1.5145817132676604
872	331.19	9.88872449707038	323.39549684859315	0.0626435422427836	1.5163206130532718
873	330.899	9.90128963186784	323.08796366690376	0.06261191824899931	1.520931030138956
874	330.608	9.91380363739804	322.7811044473119	0.06258054861383351	1.522673219176916
875	330.317	9.92626674437128	322.47491703893485	0.06254943494321832	1.5272948918007916
876	330.028	9.93867918225079	322.16939930085084	0.06251857883494084	1.5290403716771352
877	329.739	9.95104117926101	321.86454910199484	0.062487981891030865	1.533672787766893
878	329.45	9.96335296239522	321.56036432115246	0.06245764563948586	1.5354215594747231
879	329.163	9.97561475742372	321.25684284680045	0.06242757161060622	1.540064348028194
880	328.875	9.98782678890137	320.95398257715544	0.06239776130804456	1.5418164121328903
881	328.589	9.99998928017565	320.65178141999723	0.0623682161195415	1.5464690461286261
882	328.303	10.0121024533941	320.35023729265026	0.062338937480976166	1.5482244025941525
883	328.017	10.024166529512	320.04934812193136	0.0623099268335555	1.5528863234372647
884	327.733	10.0361817283003	319.74911184409586	0.062281185515569	1.5546449715951778
885	327.449	10.0481482683527	319.44952640471286	0.062252714843936935	1.559315704970053
886	327.165	10.0600663670933	319.15058975866737	0.062224516139108794	1.5610776436197367
887	326.882	10.0719362407843	318.8522998700562	0.06219659067005569	1.5657566260205185
888	326.6	10.0837581045327	318.55465471215325	0.06216893968877829	1.5675218533328303
889	326.318	10.0955321722984	318.25765226732784	0.06214156436206726	1.5722084538837136
890	326.037	10.1072586569009	317.96129052696466	0.062114465889269437	1.573976967330152
891	325.756	10.1189377700269	317.66556749146406	0.062087645474434495	1.578670663324368
892	325.476	10.1305697222371	317.3704811701478	0.06206110422480649	1.5804424598039688
893	325.197	10.1421547229734	317.07602958118287	0.062034843167737365	1.5851426496891259
894	324.918	10.1536929805662	316.7822107515027	0.06200886341558072	1.586917725444657
895	324.64	10.1651847022411	316.4890227168501	0.06198316602781633	1.59162369177349
896	324.363	10.176630094126	316.19646352159964	0.06195775195439721	1.5934020422670918
897	324.085	10.1880293612578	315.90453121876146	0.06193262220353034	1.5981132835888858
898	323.809	10.1993827075896	315.61322386992344	0.06190777773655956	1.5998949037489627
899	323.533	10.2106903359973	315.3225395451844	0.06188321942732509	1.6046106598927072
900	323.258	10.2219524482862	315.03247632306187	0.06185894821314284	1.6063955438302964
901	322.983	10.2331692451978	314.7430322905388	0.06183496490200261	1.6111152841114407
902	322.709	10.2443409264167	314.45420554283373	0.06181127033168136	1.6129034253812646
903	322.436	10.2554676905768	314.1659941835615	0.061787865364340666	1.6176264668147535
904	322.163	10.2665497352682	313.8783963244982	0.06176475072194626	1.6194178582508718
905	321.89	10.2775872570433	313.5914100856285	0.061741927146485666	1.6241435567589195
906	321.618	10.2885804514237	313.3050335950274	0.061719395352352074	1.6259381905232941
907	321.347	10.2995295129064	313.01926498886615	0.06169715606973386	1.6306660392506844
908	321.076	10.31043463497	312.73410241133246	0.061675209937825874	1.6324639069896598
909	320.806	10.3212960100814	312.44954401456187	0.061653557555420326	1.6371931601990353
910	320.537	10.3321138297018	312.1655879585914	0.06163219952602243	1.6389942527845127
911	320.267	10.3428882842929	311.88223241132545	0.061611136470624765	1.6437243509631867
912	319.999	10.3536195633232	311.5994755484971	0.06159036893286625	1.6455286587029927
913	319.731	10.3643078552743	311.3173155535685	0.06156989737923712	1.6502591213998412
914	319.464	10.3749533476465	311.0357506176972	0.06154972234572406	1.6520666341286472
915	319.197	10.3855562269653	310.7547789397361	0.06152984430494083	1.6567968142094738
916	318.931	10.3961166787873	310.4743987261052	0.06151026364383878	1.6586075211102491
917	318.665	10.4066348877062	310.1946081907837	0.061490980832638854	1.663336949477267
918	318.4	10.4171110373583	309.9154055552927	0.061471996215327236	1.6651508392804046
919	318.135	10.4275453104291	309.63678904854885	0.061453310107932195	1.669879116157812
920	317.871	10.4379378886587	309.358756906913	0.061434922930142175	1.6716961772200076
921	317.607	10.4482889528473	309.0813073741314	0.061416834972434844	1.6764227107365925
922	317.344	10.4585986828617	308.8044387012346	0.061399046419759816	1.6782429308351121
923	317.082	10.4688672576406	308.5281491464853	0.06138155756262724	1.6829673859038357
924	316.82	10.4790948552	308.25243697542857	0.06136436869145739	1.6847907525191161
925	316.558	10.4892816526393	307.9773004607661	0.061347479920145644	1.689512664699534
926	316.298	10.4994278261468	307.70273788228764	0.06133089141879899	1.6913391648775875
927	316.037	10.5095335510051	307.4287475269036	0.06131460338480325	1.6960583179391175
928	315.777	10.5195990015966	307.15532768855735	0.06129861589240799	1.6978879385625685
929	315.518	10.529624351409	306.88247666815795	0.061282929084551456	1.7026040386392947
930	315.259	10.5396097730411	306.6101927736191	0.061267542954280885	1.704436766345042
931	315.001	10.5495554382075	306.33847431965245	0.061252457558982884	1.7091495936755476
932	314.743	10.5594615177446	306.06731962794197	0.061237672940088785	1.710985414936209
933	314.486	10.5693281816155	305.79672702689174	0.06122318910316853	1.7156947996374345
934	314.229	10.5791555989155	305.5266948517813	0.06120900597153284	1.7175337008160385
935	313.973	10.5889439378774	305.2572214444892	0.06119512344651715	1.7222393695575486
936	313.717	10.5986933658764	304.98830515368576	0.061181541564225526	1.724081336797717
937	313.462	10.6084040494356	304.71994433465835	0.061168260112359985	1.7287836593267507
938	313.208	10.618076154231	304.452137349261	0.06115527897264028	1.7306286792406533
939	312.953	10.6277098450965	304.1848825659528	0.0611425980276798	1.7353272292901984
940	312.7	10.6373052860293	303.91817835969675	0.06113021704581907	1.737175288107334
941	312.447	10.6468626401943	303.6520231119207	0.061118135842520155	1.7418703111520948
942	312.194	10.6563820699299	303.38641521052006	0.06110635416030983	1.7437213954359971
943	311.942	10.6658637367524	303.12135304974436	0.06109487178461473	1.7484130637734598
944	311.69	10.6753078013609	302.8568350302734	0.06108368843533608	1.7502671603416182
945	311.439	10.6847144236428	302.5928595590341	0.06107280372764188	1.7549556502847339
946	311.188	10.6940837626777	302.32942504925285	0.06106221741290988	1.756812746210961
947	310.938	10.7034159767431	302.0665299204309	0.061051929145167626	1.7614983694847608
948	310.689	10.7127112233187	301.8041725982398	0.06104193853189218	1.7633584522402885
949	310.439	10.7219696590913	301.54235151453594	0.061032245164428116	1.768041526319733
950	310.191	10.7311914399595	301.28106510727457	0.06102284859927672	1.7699045837763399
951	309.942	10.7403767210385	301.0203118205133	0.061013748462293724	1.774585537752979
952	309.695	10.7495256566645	300.7600901043908	0.06100494428542533	1.7764515582974088
953	309.447	10.7586384003996	300.5003984150292	0.06099643549689064	1.7811308549421951
954	309.201	10.7677151050362	300.24123521450855	0.06098822166533695	1.7829998275077168
955	308.954	10.7767559226017	299.982598970918	0.06098030221604826	1.7876779903529896
956	308.709	10.785761004363	299.72448815815875	0.06097267662108674	1.7895499044790135
957	308.463	10.7947305008308	299.4669012561114	0.060965344383410704	1.7942277327345668
958	308.218	10.8036645617643	299.20983675043095	0.06095830473390796	1.796102578850277
959	307.974	10.8125633361758	298.9532931325235	0.0609515571514201	1.800780534257781
960	307.73	10.8214269723345	298.69726889966836	0.06094510107851553	1.802658303323743
961	307.487	10.8302556177716	298.44176255481705	0.060938935715827	1.8073370971481275
962	307.244	10.839049419284	298.1867726065867	0.06093306038370084	1.8092177809120693
963	307.001	10.8478085229391	297.9322975692893	0.060927474497413085	1.8138982427263315
964	306.759	10.856533074079	297.67833596290177	0.060922177270390225	1.8157818338402738
965	306.517	10.8652232173244	297.4248863129179	0.060917167951054736	1.8204652931665821
966	306.276	10.8738790965792	297.1719471504657	0.060912445812800226	1.8223517856983609
967	306.035	10.8825008550348	296.91951701215027	0.06090801002428224	1.8270384735025227
968	305.795	10.8910886351737	296.6675944400929	0.06090385982249716	1.8289278617894953
969	305.555	10.8996425787743	296.4161779818817	0.060899994361179655	1.8336190507975627
970	305.316	10.9081628269146	296.1652661905193	0.060896412818864556	1.835511330519748
971	305.077	10.9166495199765	295.9148576244343	0.06089311431883787	1.8402082005708782
972	304.839	10.9251027976495	295.66495084738716	0.060890097981680845	1.8421033686456165
973	304.601	10.9335227989354	295.4155444285115	0.060887362920335066	1.8468065647360958
974	304.363	10.9419096621516	295.16663694221637	0.06088490818924077	1.8487046187594627
975	304.126	10.9502635249356	294.918226968198	0.06088273291148284	1.8534157053596036
976	303.89	10.9585845242485	294.67031309141976	0.06088083605891947	1.855316644544588
977	303.654	10.9668727963794	294.42289390199306	0.06087921667272927	1.8600362642993324
978	303.418	10.975128476949	294.17596799528553	0.06087787383141481	1.8619400885207238
979	303.183	10.9833517009133	293.9295339717883	0.06087680642128919	1.8666697261729983
980	302.948	10.9915426025679	293.68359043708386	0.06087601347082784	1.8685764368228175
981	302.714	10.9997013155517	293.4381360019169	0.06087549397078969	1.873317261204842
982	302.48	11.0078279728503	293.1931692820509	0.06087524676556843	1.8752268608594853
983	302.246	11.0159227068001	292.9486888982775	0.060875270841322424	1.8799796076464033
984	302.013	11.0239856490923	292.70469347644547	0.060875565074830565	1.8818920996175594
985	301.781	11.032016930776	292.4611816473178	0.060876128377362816	1.886658412301422
986	301.548	11.0400166822623	292.218152046692	0.060876959535289314	1.8885738015524896
987	301.317	11.0479850333279	291.9756033151552	0.06087805748312086	1.893354696028745
988	301.085	11.0559221131187	291.73353409837455	0.06087942113969006	1.8952729885272546
989	300.855	11.0638280501535	291.491943046751	0.06088104912360469	1.9000696063301639
990	300.624	11.0717029723275	291.2508288155421	0.06088294032609223	1.9019908091677071
991	300.394	11.0795470069159	291.0101900648575	0.060885093581540206	1.9068043059220616
992	300.165	11.0873602805774	290.77002545958266	0.06088750758839542	1.9087284273205702
993	299.936	11.0951429193578	290.5303336693351	0.06089018117421401	1.9135599159470686
994	299.707	11.1028950486937	290.2911133685365	0.060893113021622015	1.9154869652078412
995	299.479	11.1106167934155	290.0523632362138	0.060896301848769895	1.920337400875618
996	299.251	11.1183082777511	289.81408195617524	0.06089974645072376	1.9222673882131813
997	299.024	11.1259696253296	289.5762682168371	0.06090344540273208	1.927138081801548
998	298.797	11.1336009591841	289.3389207112261	0.060907397427278416	1.929071018694027
999	298.57	11.1412024017559	289.1020381370203	0.06091160124161216	1.933962721904095
1000	298.344	11.1487740748969	288.86561919646374	0.06091605546174515	1.9358986205246194
1001	298.118	11.1563160998738	288.6296625963505	0.0609207587343227	1.9408122095840419
1002	297.893	11.163828597371	288.3941670480191	0.06092570965842793	1.9427510829202899
1003	297.668	11.1713116874939	288.15913126728583	0.060930906861356944	1.9476876185505763
1004	297.444	11.1787654897722	287.92455397449146	0.060936348924879015	1.9496294805830297
1005	297.22	11.1861901231633	287.6904338943851	0.060942034420697046	1.9545895714319586
1006	296.996	11.1935857060554	287.45676975619483	0.0609479619814811	1.9565344366771646
1007	296.773	11.2009523562707	287.2235602935531	0.060954130110944714	1.9615187569750534
1008	296.551	11.2082901910688	286.99080424445657	0.060960537341241704	1.9634666405470247
